"gene_callers_id"	"taxon_id"	"Phylum"	"Order"	"Class"	"Family"	"Genus"	"Species"
"7603"	"7292484"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7604"	"7308758"	97	"Nucleocytoviricota"	"Imitervirales"	"Megaviricetes"	"Schizomimiviridae"	"Unknown_Schizomimiviridae"	"Mimiviridae sp. ChoanoV1"
"7605"	"7342725"	6535	"Nitrospinota"	"Nitrospinales"	"Nitrospinia"	"Nitrospinaceae"	"Nitrospina"	"Unknown_Nitrospina"
"7606"	"7343181"	11	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Unknown_Paracoccaceae"
"7607"	"7372153"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7608"	"7381677"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7609"	"7419025"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"7610"	"7432872"	390	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. BIOS-U3-1"
"7611"	"7544159"	127	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"alpha proteobacterium MED-G10"
"7612"	"7561340"	113	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Pseudomonadota bacterium"
"7613"	"7575551"	288	"Pseudomonadota"	"Moraxellales"	"Gammaproteobacteria"	"Moraxellaceae"	"Acinetobacter"	"Unknown_Acinetobacter"
"7614"	"7604095"	1040	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Polaribacter"	"Polaribacter sejongensis"
"7615"	"7607954"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7616"	"7618361"	82	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium"
"7617"	"7653050"	693	"Pseudomonadota"	"Sneathiellales"	"Alphaproteobacteria"	"Sneathiellaceae"	"Oceanibacterium"	"Oceanibacterium hippocampi"
"7618"	"7655367"	394	"Pseudomonadota"	"Methylococcales"	"Gammaproteobacteria"	"Methylococcaceae"	"Unknown_Methylococcaceae"	"Methylococcaceae bacterium TMED69"
"7619"	"7659727"	1114	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus sp. HOT_208_60"
"7620"	"7239528"	283	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Candidatus Micropelagos"	"Candidatus Micropelagos thuwalensis"
"7621"	"7246882"	293	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Halieaceae"	"Unknown_Halieaceae"	"marine gamma proteobacterium HTCC2080"
"7622"	"7256760"	48	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"SAR92 clade bacterium"
"7623"	"7257604"	50	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Paracoccaceae bacterium"
"7624"	"7267298"	43	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"SAR116 cluster bacterium MED-G05"
"7625"	"7330904"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7626"	"7362106"	237	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium US3C007"
"7627"	"7368424"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7628"	"7375537"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"7629"	"7384964"	118	"Unknown_Viruses"	"Unknown_Viruses"	"Unknown_Viruses"	"Unknown_Viruses"	"Unknown_Viruses"	"uncultured marine virus"
"7630"	"7388508"	150	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium TMED199"
"7631"	"7391039"	790	"Pseudomonadota"	"Moraxellales"	"Gammaproteobacteria"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter johnsonii"
"7632"	"7441409"	96	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Pelagibacterales bacterium MED-G44"
"7633"	"7455907"	37	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"
"7634"	"7509634"	71	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"uncultured bacterium"
"7635"	"7519235"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7636"	"7581095"	20450	"Pseudomonadota"	"Maricaulales"	"Alphaproteobacteria"	"Maricaulaceae"	"Woodsholea"	"Woodsholea maritima"
"7637"	"7618761"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7638"	"7619239"	4110	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"uncultured marine bacterium MedDCM-OCT-S08-C1463"
"7639"	"7629688"	203	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. RS39"
"7640"	"7647667"	1341	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Polaribacter"	"Unknown_Polaribacter"
"7641"	"7680642"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"7642"	"7247599"	258	"Pseudomonadota"	"Hyphomicrobiales"	"Alphaproteobacteria"	"Kaistiaceae"	"Prosthecomicrobium"	"Prosthecomicrobium pneumaticum"
"7643"	"7251706"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7644"	"7294317"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"7645"	"7299505"	113	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Pseudomonadota bacterium"
"7646"	"7343635"	501	"Pseudomonadota"	"Rickettsiales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Rickettsiales bacterium TMED289"
"7647"	"7372742"	425	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"uncultured bacterium BAC13K9BAC"
"7648"	"7416603"	115	"Uroviricota"	"Unknown_Uroviricota"	"Caudoviricetes"	"Unknown_Caudoviricetes"	"Unknown_Caudoviricetes"	"uncultured Mediterranean phage uvMED"
"7649"	"7418809"	16051	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Confluentibacter"	"Confluentibacter flavum"
"7650"	"7435265"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"7651"	"7465258"	280	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium TMED222"
"7652"	"7495994"	643	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"bacterium HD9-500m-PIT-SAG08"
"7653"	"7518158"	37	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"
"7654"	"7576190"	296	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"Porticoccaceae bacterium"
"7655"	"7578161"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7656"	"7581161"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7657"	"7588733"	128	"Pseudomonadota"	"Rickettsiales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Rickettsiales bacterium TMED254"
"7658"	"7613294"	84	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Unknown_Candidatus_Pelagibacter"
"7659"	"7618213"	1152	"Bacillota"	"Bacillales"	"Bacilli"	"Bacillaceae"	"Unknown_Bacillaceae"	"Unknown_Bacillaceae"
"7660"	"7626975"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7661"	"7647503"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"7662"	"7341953"	924	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Unknown_Flavobacteriaceae"	"Flavobacteriaceae bacterium TMED184"
"7663"	"7342692"	58	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"
"7664"	"7395607"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7665"	"7458632"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7666"	"7486338"	12109	"Pseudomonadota"	"Alteromonadales"	"Gammaproteobacteria"	"Alteromonadaceae"	"Lacimicrobium"	"Lacimicrobium sp. SS2-24"
"7667"	"7547294"	1254	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus sp. ALOHA_ZT_50"
"7668"	"7554498"	327	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Unknown_Synechococcus"
"7669"	"7567656"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7670"	"7589273"	1121	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Unknown_Flavobacteriaceae"	"Flavobacteriaceae bacterium TMED120"
"7671"	"7597678"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7672"	"7621175"	335	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Rhodobacteraceae bacterium Araon29"
"7673"	"7628908"	390	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. BIOS-U3-1"
"7674"	"7643833"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7675"	"7654723"	116	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"SAR92 bacterium MED-G29"
"7676"	"7655895"	900	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. A15-62"
"7677"	"7660584"	84	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Unknown_Candidatus_Pelagibacter"
"7678"	"7665614"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7679"	"7683742"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7680"	"7695544"	29	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"
"7681"	"7339744"	93	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Unknown_Flavobacteriaceae"	"Flavobacteriaceae bacterium"
"7682"	"7340644"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"7683"	"7381772"	91	"Candidatus Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Candidatus Neomarinimicrobiota bacterium"
"7684"	"7385759"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7685"	"7397478"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"7686"	"7461755"	327	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Unknown_Synechococcus"
"7687"	"7466655"	4726	"Cyanobacteriota"	"Chroococcales"	"Cyanophyceae"	"Geminocystaceae"	"Cyanobacterium"	"Cyanobacterium stanieri"
"7688"	"7469884"	5061	"Bacteroidota"	"Cytophagales"	"Cytophagia"	"Cytophagaceae"	"Sporocytophaga"	"Sporocytophaga myxococcoides"
"7689"	"7575622"	496	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium TMED234"
"7690"	"7688627"	3237	"Pseudomonadota"	"Rhodospirillales"	"Alphaproteobacteria"	"Rhodovibrionaceae"	"Pelagibius"	"Pelagibius sp. Alg239-R121"
"7691"	"7699951"	508	"Pseudomonadota"	"Burkholderiales"	"Betaproteobacteria"	"Burkholderiaceae"	"Unknown_Burkholderiaceae"	"Burkholderiaceae bacterium"
"7692"	"7265381"	346	"Pseudomonadota"	"Alteromonadales"	"Gammaproteobacteria"	"Pseudoalteromonadaceae"	"Pseudoalteromonas"	"Unknown_Pseudoalteromonas"
"7693"	"7276299"	73	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CC9902"
"7694"	"7361230"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"7695"	"7373920"	133	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Winogradskyella"	"Winogradskyella sp."
"7696"	"7376704"	10	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium"
"7697"	"7382863"	327	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Unknown_Synechococcus"
"7698"	"7416313"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"7699"	"7468172"	1001	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. IMCC9063"
"7700"	"7471021"	5755	"Pseudomonadota"	"Rhodospirillales"	"Alphaproteobacteria"	"Acetobacteraceae"	"Unknown_Acetobacteraceae"	"Acetobacteraceae bacterium AT-5844"
"7701"	"7509815"	168	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium TMED194"
"7702"	"7522435"	150	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium TMED199"
"7703"	"7586963"	14	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Unknown_Flavobacteriia"	"Unknown_Flavobacteriia"	"Flavobacteriales bacterium"
"7704"	"7592367"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"7705"	"7657072"	28	"Actinomycetota"	"Unknown_Actinomycetota"	"Unknown_Actinomycetota"	"Unknown_Actinomycetota"	"Unknown_Actinomycetota"	"Actinomycetota bacterium"
"7706"	"7664523"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"7707"	"7277272"	128	"Pseudomonadota"	"Rickettsiales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Rickettsiales bacterium TMED254"
"7708"	"7386462"	681	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium TMED92"
"7709"	"7391732"	2203	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"SAR92 bacterium BACL16 MAG-120619-bin48"
"7710"	"7407457"	3550	"Actinomycetota"	"Mycobacteriales"	"Actinomycetes"	"Gordoniaceae"	"Gordonia"	"Gordonia humi"
"7711"	"7418829"	441	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium GOM-A3"
"7712"	"7480014"	127	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"alpha proteobacterium MED-G10"
"7713"	"7516613"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"7714"	"7536426"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7715"	"7582765"	82	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium"
"7716"	"7589615"	239	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Cryomorphaceae"	"Unknown_Cryomorphaceae"	"Cryomorphaceae bacterium"
"7717"	"7596854"	474	"Unknown_Archaea"	"Unknown_Archaea"	"Unknown_Archaea"	"Unknown_Archaea"	"Unknown_Archaea"	"archaeon"
"7718"	"7688419"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7719"	"7706938"	3528	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PROS-9-1"
"7720"	"7293926"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"7721"	"7365500"	264	"Pseudomonadota"	"Caulobacterales"	"Alphaproteobacteria"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium sp."
"7722"	"7385504"	296	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"Porticoccaceae bacterium"
"7723"	"7435957"	9135	"Pseudomonadota"	"Thiotrichales"	"Gammaproteobacteria"	"Piscirickettsiaceae"	"Methylophaga"	"uncultured Methylophaga sp."
"7724"	"7509649"	484	"Cyanobacteriota"	"Unknown_Cyanobacteriota"	"Cyanophyceae"	"Unknown_Cyanophyceae"	"Unknown_Cyanophyceae"	"Unknown_Cyanophyceae"
"7725"	"7509693"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"7726"	"7545402"	183	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Rhodobacteraceae bacterium TMED160"
"7727"	"7576622"	55	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Unknown_Flavobacteriaceae"	"Flavobacteriaceae bacterium TMED68"
"7728"	"7584247"	44	"Verrucomicrobiota"	"Unknown_Verrucomicrobiota"	"Unknown_Verrucomicrobiota"	"Unknown_Verrucomicrobiota"	"Unknown_Verrucomicrobiota"	"Unknown_Verrucomicrobiota"
"7729"	"7587961"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"7730"	"7599082"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7731"	"7656828"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7732"	"7657009"	37	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"
"7733"	"7659724"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"7734"	"7662114"	31	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"7735"	"7677054"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7736"	"7679426"	116	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"SAR92 bacterium MED-G29"
"7737"	"7701907"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"7738"	"7731394"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"7739"	"7362257"	6964	"Pseudomonadota"	"Hyphomicrobiales"	"Alphaproteobacteria"	"Rhizobiaceae"	"Hoeflea"	"Unknown_Hoeflea"
"7740"	"7368137"	887	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Cellvibrionales bacterium UBA7375"
"7741"	"7380867"	37	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"
"7742"	"7398010"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"7743"	"7398251"	50	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Paracoccaceae bacterium"
"7744"	"7433384"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"7745"	"7448710"	43	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"SAR116 cluster bacterium MED-G05"
"7746"	"7473273"	49	"Pseudomonadota"	"Thiotrichales"	"Gammaproteobacteria"	"Thiotrichaceae"	"Unknown_Thiotrichaceae"	"Thiotrichaceae bacterium"
"7747"	"7578020"	50	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Paracoccaceae bacterium"
"7748"	"7588224"	11549	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Maribacter"	"Maribacter cobaltidurans"
"7749"	"7595544"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"7750"	"7604059"	334	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"bacterium TMED277"
"7751"	"7694163"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"7752"	"7699511"	82	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium"
