gene_callers_id	blastp_acc	blastp_ann	blastp_species	blastp_taxa
12874164	WP_012006820.1	"nucleotide exchange factor GrpE [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
422332	WP_320681964.1	"4-hydroxy-tetrahydrodipicolinate reductase [Prochlorococcus sp. MIT 1314]"	"Prochlorococcus sp. MIT 1314"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
1503676	WP_032524760.1	"carbohydrate porin [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
10416577	WP_075503663.1	"MULTISPECIES: elongation factor Tu [Candidatus Pelagibacter]"	"Candidatus Pelagibacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae"
15954375	WP_069677360.1	"DNA-directed RNA polymerase subunit beta' [Formosa sp. Hel1_33_131]"	"Formosa sp. Hel1_33_131"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
10744264	WP_376956381.1	"Mu-like prophage major head subunit gpT family protein [Azospirillum sp. A26]"	"Azospirillum sp. A26"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum"
13660617	WP_011131844.1	"MULTISPECIES: transcription termination/antitermination protein NusG [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
5960145	WP_032519549.1	"phosphate ABC transporter substrate-binding protein PstS [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
2716115	WP_042567273.1	"MULTISPECIES: HU family DNA-binding protein [Flavobacterium]"	"Flavobacterium"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
94678	WP_415315253.1	"porin [Candidatus Pelagibacter sp. Uisw_137]"	"Candidatus Pelagibacter sp. Uisw_137"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10351075	WP_032525020.1	"DNA-directed RNA polymerase subunit beta [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
10351075	WP_032525020.1	"DNA-directed RNA polymerase subunit beta [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
11596263	WP_186991674.1	"MULTISPECIES: glutathione peroxidase [unclassified Synechococcus]"	"unclassified Synechococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
356841	WP_138380307.1	"chaperonin GroEL [Luteithermobacter gelatinilyticus]"	"Luteithermobacter gelatinilyticus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Emcibacterales","Emcibacteraceae","Luteithermobacter"
6484461	WP_090073830.1	"amino acid ABC transporter substrate-binding protein [Cohaesibacter marisflavi]"	"Cohaesibacter marisflavi"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Cohaesibacteraceae"
11399667	WP_041419967.1	"TonB-dependent receptor domain-containing protein [Shewanella violacea]"	"Shewanella violacea"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
7959029	WP_250653677.1	"TonB-dependent receptor domain-containing protein [Pseudoalteromonas sp. SCSIO 43095]"	"Pseudoalteromonas sp. SCSIO 43095"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
4321786	WP_025980084.1	"MULTISPECIES: glycosyltransferase family 4 protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
979450	YP_009320563.1	"major head protein [Synechococcus phage S-CAM4]"	"Synechococcus phage S-CAM4"	"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Kyanoviridae","Potamoivirus","Potamoivirus cam4"
553475	WP_418646316.1	"SPFH domain-containing protein [Tenacibaculum insulae]"	"Tenacibaculum insulae"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
946691	WP_013046485.1	"molecular chaperone DnaK [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
2945549	WP_415304872.1	"zinc ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_090]"	"Candidatus Pelagibacter sp. Uisw_090"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
5796367	WP_273567467.1	"RagB/SusD family nutrient uptake outer membrane protein [Maribacter halichondriae]"	"Maribacter halichondriae"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter"
6746657	XP_072957366.1	"tubulin alpha-2 chain-like isoform X2 [Typha angustifolia]"	"Typha angustifolia"	"Eukaryota","Viridiplantae","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliopsida","Liliopsida","Poales","Typhaceae","Typha"
3600929	WP_415278950.1	"TRAP transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_094]"	"Candidatus Pelagibacter sp. Uisw_094"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10023460	WP_009542696.1	"rod shape-determining protein [Caenispirillum salinarum]"	"Caenispirillum salinarum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Novispirillaceae","Caenispirillum"
7762479	WP_008265615.1	"MULTISPECIES: phosphate signaling complex protein PhoU [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
7762480	WP_005408788.1	"MULTISPECIES: phosphate ABC transporter ATP-binding protein PstB [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
10023471	WP_130409824.1	"molecular chaperone DnaK [Thalassococcus sp. S3]"	"Thalassococcus sp. S3"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Thalassococcus"
7762483	WP_049458236.1	"MULTISPECIES: phosphate ABC transporter substrate-binding protein PstS [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
14840372	WP_052043481.1	"ABC transporter substrate-binding protein [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"7762485
7762484	WP_008267138.1	"MULTISPECIES: phosphate ABC transporter substrate-binding protein PstS [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
7762489	WP_005408797.1	"MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase N-terminal domain-containing protein [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
11432516	WP_152455487.1	"dihydropyrimidinase [Roseivivax sp. THAF40]"	"Roseivivax sp. THAF40"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseivivax"
1897037	WP_133405512.1	"TonB-dependent receptor family protein [Parashewanella tropica]"	"Parashewanella tropica"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Parashewanella"
14742096	WP_068206890.1	"SusC/RagA family TonB-linked outer membrane protein [Lutibacter profundi]"	"Lutibacter profundi"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter"
4092502	WP_025926367.1	"MULTISPECIES: class II fructose-bisphosphatase [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
881248	WP_091827807.1	"MULTISPECIES: protease modulator HflC [Marinobacterium]"	"Marinobacterium"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae"
7500385	WP_420318236.1	"SusC/RagA family TonB-linked outer membrane protein [Ekhidna sp.]"	"Ekhidna sp."	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Reichenbachiellaceae","Ekhidna"
14348900	WP_280099877.1	"elongation factor G [Amylibacter sp. IMCC11727]"	"Amylibacter sp. IMCC11727"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amylibacter"
16511596	WP_083643546.1	"SusC/RagA family TonB-linked outer membrane protein [Christiangramia flava]"	"Christiangramia flava"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Christiangramia"
9335410	WP_035309098.1	"MULTISPECIES: TonB-dependent receptor [Brevundimonas]"	"Brevundimonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae"
4944502	WP_070958714.1	"TonB-dependent receptor [Hyphomonas sp. Mor2]"	"Hyphomonas sp. Mor2"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomonadales","Hyphomonadaceae","Hyphomonas"
8385143	WP_415291188.1	"substrate-binding domain-containing protein [Candidatus Pelagibacter sp. Uisw_136]"	"Candidatus Pelagibacter sp. Uisw_136"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
11170424	WP_415299447.1	"transporter substrate-binding domain-containing protein [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
7860859	WP_011817638.1	"DUF3172 domain-containing protein [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
3142273	WP_011281651.1	"porin [Candidatus Pelagibacter ubique]"	"Candidatus Pelagibacter ubique"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
1929858	WP_186493381.1	"iron uptake porin [Synechococcus sp. A15-62]"	"Synechococcus sp. A15-62"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
14480010	WP_023854927.1	"MULTISPECIES: recombinase RecA [Candidatus Pelagibacter]"	"Candidatus Pelagibacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae"
4649612	WP_011132559.1	"MULTISPECIES: photosystem II reaction center protein Psb28 [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
389773	WP_166019078.1	"MULTISPECIES: amino acid ABC transporter substrate-binding protein [Cobetia]"	"Cobetia"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae"
5862030	WP_260024258.1	"elongation factor G [Ruegeria conchae]"	"Ruegeria conchae"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria"
10744469	WP_108880848.1	"ABC transporter substrate-binding protein [Anderseniella sp. Alg231-50]"	"Anderseniella sp. Alg231-50"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Anderseniella"
5993115	WP_420563928.1	"Bug family tripartite tricarboxylate transporter substrate binding protein [Thalassobaculum sp.]"	"Thalassobaculum sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassobaculaceae","Thalassobaculum"
3142304	WP_006997054.1	"TRAP transporter substrate-binding protein [Candidatus Pelagibacter ubique]"	"Candidatus Pelagibacter ubique"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
16675490	WP_412725224.1	"TonB-dependent receptor domain-containing protein [Alteromonas sp. D210916BOD_24]"	"Alteromonas sp. D210916BOD_24"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas/Salinimonas group","Alteromonas"
13136550	WP_415314784.1	"protease modulator HflC [Candidatus Pelagibacter sp. Uisw_137]"	"Candidatus Pelagibacter sp. Uisw_137"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
11006635	WP_412564223.1	"30S ribosomal protein S7 [Thalassobius sp. MITS945101]"	"Thalassobius sp. MITS945101"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Thalassovita"
12382906	WP_420562646.1	"TRAP transporter substrate-binding protein [Thalassobaculum sp.]"	"Thalassobaculum sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassobaculaceae","Thalassobaculum"
2814652	WP_013695428.1	"amino acid ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. IMCC9063]"	"Candidatus Pelagibacter sp. IMCC9063"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
1045181	WP_145595806.1	"nuclear transport factor 2 family protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
3371721	WP_415304834.1	"single-stranded DNA-binding protein [Candidatus Pelagibacter sp. Uisw_090]"	"Candidatus Pelagibacter sp. Uisw_090"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
8811213	WP_006996834.1	"DNA-directed RNA polymerase subunit alpha [Candidatus Pelagibacter ubique]"	"Candidatus Pelagibacter ubique"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
1274578	XP_001420335.1	"predicted protein [Ostreococcus lucimarinus CCE9901]"	"Ostreococcus lucimarinus CCE9901"	"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus"
11465429	WP_176030171.1	"SusC/RagA family TonB-linked outer membrane protein [Aquimarina sp. TRL1]"	"Aquimarina sp. TRL1"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina"
9302745	WP_013696008.1	"metal ABC transporter solute-binding protein, Zn/Mn family [Candidatus Pelagibacter sp. IMCC9063]"	"Candidatus Pelagibacter sp. IMCC9063"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
12284634	WP_281017013.1	"MULTISPECIES: SCP2 sterol-binding domain-containing protein [unclassified Minwuia]"	"unclassified Minwuia"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Minwuiales","Minwuiaceae","Minwuia"
3764956	WP_042849706.1	"ATP-dependent Clp protease ATP-binding subunit [Prochlorococcus sp. MIT 0604]"	"Prochlorococcus sp. MIT 0604"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
11399905	WP_041861135.1	"ABC transporter substrate-binding protein [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
11367139	WP_415321407.1	"ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_092]"	"Candidatus Pelagibacter sp. Uisw_092"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
5763812	WP_415300059.1	"transcription termination factor NusA [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
4911846	WP_162652013.1	"MULTISPECIES: TRAP transporter substrate-binding protein [unclassified Lentilitoribacter]"	"unclassified Lentilitoribacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Lentilitoribacter"
16249575	WP_032517752.1	"MULTISPECIES: CsoS2 family carboxysome shell protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
16249575	WP_032517752.1	"MULTISPECIES: CsoS2 family carboxysome shell protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
16249575	WP_032517752.1	"MULTISPECIES: CsoS2 family carboxysome shell protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
16544490	WP_250656552.1	"MULTISPECIES: 30S ribosomal protein S5 [Alkalimarinus]"	"Alkalimarinus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae"
2716394	WP_415315699.1	"acetamidase/formamidase family protein [Candidatus Pelagibacter sp. Uisw_137]"	"Candidatus Pelagibacter sp. Uisw_137"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
15201003	WP_407328582.1	"TonB-dependent receptor plug domain-containing protein [Congregibacter brevis]"	"Congregibacter brevis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Congregibacter"
3470075	WP_014438143.1	"urea ABC transporter substrate-binding protein [Phycisphaera mikurensis]"	"Phycisphaera mikurensis"	"Bacteria","Pseudomonadati","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera"
16184066	WP_420559003.1	"elongation factor G [Tepidicaulis sp.]"	"Tepidicaulis sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Tepidicaulis"
1733392	WP_320681435.1	"ribosome biogenesis GTPase Der [Prochlorococcus sp. MIT 1314]"	"Prochlorococcus sp. MIT 1314"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
15627026	WP_371395358.1	"TonB-dependent receptor [Fretibacter rubidus]"	"Fretibacter rubidus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Maricaulales","Robiginitomaculaceae","Fretibacter"
12481303	WP_011820656.1	"signal peptide peptidase SppA [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
11367193	WP_415290290.1	"chaperonin GroEL [Candidatus Pelagibacter sp. Uisw_136]"	"Candidatus Pelagibacter sp. Uisw_136"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
2487065	WP_415300490.1	"bacteriorhodopsin-like [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
8647450	WP_032515016.1	"MULTISPECIES: cyanase [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
12743455	WP_108731880.1	"TonB-dependent receptor plug domain-containing protein [Microbulbifer sp. A4B17]"	"Microbulbifer sp. A4B17"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer"
1471271	WP_006997426.1	"cold-shock protein [Candidatus Pelagibacter ubique]"	"Candidatus Pelagibacter ubique"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
652072	WP_168606570.1	"NAD-dependent formate dehydrogenase [Candidatus Pelagibacter giovannonii]"	"Candidatus Pelagibacter giovannonii"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
2913071	WP_068433749.1	"phage major capsid protein [Magnetospirillum sp. XM-1]"	"Magnetospirillum sp. XM-1"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum"
5698358	WP_013445843.1	"SusC/RagA family TonB-linked outer membrane protein [Paludibacter propionicigenes]"	"Paludibacter propionicigenes"	"Bacteria","Pseudomonadati","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
9335606	WP_400166317.1	"TonB-dependent receptor [Fidelibacter multiformis]"	"Fidelibacter multiformis"	"Bacteria","Pseudomonadati","Fidelibacterota","Fidelibacteria","Fidelibacterales","Fidelibacteraceae","Fidelibacter"
3306307	WP_116217536.1	"MULTISPECIES: DNA-directed RNA polymerase subunit beta' [unclassified Flagellimonas]"	"unclassified Flagellimonas"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
7140163	WP_415290428.1	"ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_136]"	"Candidatus Pelagibacter sp. Uisw_136"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
15758166	WP_134830882.1	"MULTISPECIES: aldehyde dehydrogenase [unclassified Leisingera]"	"unclassified Leisingera"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera"
1143638	WP_013047136.1	"porin [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
2945882	WP_011644580.1	"TonB-dependent receptor [Maricaulis maris]"	"Maricaulis maris"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Maricaulales","Maricaulaceae","Maricaulis"
4387681	WP_345417928.1	"chaperonin GroEL [Halioxenophilus aromaticivorans]"	"Halioxenophilus aromaticivorans"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Halioxenophilus"
9433957	WP_013046767.1	"chaperonin GroEL [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
7959403	WP_163835735.1	"DNA-directed RNA polymerase subunit beta [Spartinivicinus ruber]"	"Spartinivicinus ruber"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Zooshikellaceae","Spartinivicinus"
4551541	WP_415271838.1	"porin [Candidatus Pelagibacter sp. Uisw_121]"	"Candidatus Pelagibacter sp. Uisw_121"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
13103990	WP_138379311.1	"TonB-dependent receptor [Luteithermobacter gelatinilyticus]"	"Luteithermobacter gelatinilyticus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Emcibacterales","Emcibacteraceae","Luteithermobacter"
4289407	WP_036930877.1	"MULTISPECIES: AbrB family transcriptional regulator [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
1143690	WP_413743353.1	"superoxide dismutase, Ni [Synechococcus sp. WH 6501]"	"Synechococcus sp. WH 6501"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
13136801	WP_416406675.1	"ATP-dependent Clp protease ATP-binding subunit [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
12153764	WP_146834877.1	"SusC/RagA family TonB-linked outer membrane protein [Antarcticibacterium arcticum]"	"Antarcticibacterium arcticum"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Antarcticibacterium"
10941350	XP_002504544.1	"predicted protein [Micromonas commoda]"	"Micromonas commoda"	"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
11793331	WP_021819626.1	"DNA-directed RNA polymerase subunit alpha [Halomonas huangheensis]"	"Halomonas huangheensis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
